PUBLISHDATE,VERSION,ZONE,PNODEID,PNODENAME,PNODETYPE,PRICINGTYPE,H1,H2,H2DST,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12,H13,H14,H15,H16,H17,H18,H19,H20,H21,H22,H23,H24
27.02.2012,0,null,43653269,AMP-OHIO,AGGREGATE,TotalLMP,24.54803,24.36363,,24.00452,24.2996,24.45655,26.42826,40.82807,39.52614,30.67823,33.09349,30.16797,28.7788,27.9329,27.88904,27.05129,26.40372,26.7793,26.88539,35.67174,40.79682,29.36317,27.62021,25.79495,23.4507
28.02.2012,0,null,43653269,AMP-OHIO,AGGREGATE,TotalLMP,22.30243,22.48634,,23.13529,23.3802,22.80703,25.02502,38.84436,30.08976,30.77022,29.88391,29.60041,27.88444,27.67072,27.80129,27.33708,24.39754,26.11902,25.72666,34.80796,30.94116,31.4881,29.29433,24.49775,23.16443
29.02.2012,0,null,43653269,AMP-OHIO,AGGREGATE,TotalLMP,23.36033,22.18466,,21.13627,21.57501,20.79824,22.22201,28.26524,30.30368,30.09896,34.29435,35.25922,32.93351,30.67056,30.27262,28.904,28.29767,28.40361,31.12945,31.21374,34.91699,28.17311,27.01648,21.73821,19.48812
01.03.2012,0,null,43653269,AMP-OHIO,AGGREGATE,TotalLMP,19.26356,19.12672,,20.3596,19.74448,21.7749,22.16022,34.11425,28.04584,29.22214,31.36588,29.98064,31.8123,29.82119,28.67634,27.85867,28.4428,28.57641,26.93388,42.25525,35.59049,35.04965,30.36073,25.63007,22.88086
02.03.2012,0,null,43653269,AMP-OHIO,AGGREGATE,TotalLMP,24.84299,24.28118,,23.9475,23.07515,23.46818,26.19923,41.14762,32.78908,31.97383,34.0779,33.82033,30.91453,31.52696,30.79958,31.06675,40.88112,33.46495,40.1979,79.87776,33.47206,32.91617,32.71159,26.12096,25.38078
03.03.2012,0,null,43653269,AMP-OHIO,AGGREGATE,TotalLMP,26.02994,24.51385,,24.03846,23.80529,24.226,25.77793,27.00632,26.93606,31.46746,34.00131,39.06503,32.39475,28.56869,26.74847,25.00974,25.29199,26.83863,28.32367,44.82667,32.90086,32.6207,29.73925,26.58708,24.77528
04.03.2012,0,null,43653269,AMP-OHIO,AGGREGATE,TotalLMP,25.68999,29.64192,,25.79193,25.80653,26.16428,26.42852,26.0541,26.94049,32.92761,39.5078,30.99007,28.48435,29.90172,27.96071,26.8597,26.52819,29.16046,30.99746,80.28196,68.31485,61.33743,41.92545,32.82966,29.16871
05.03.2012,0,null,43653269,AMP-OHIO,AGGREGATE,TotalLMP,28.70672,27.96945,,27.54641,28.31949,30.73062,32.2835,82.72856,44.00352,63.00792,78.07759,50.70057,66.99732,41.9104,34.28721,33.50087,31.12165,34.63104,29.51467,76.6286,63.26457,51.50253,48.73943,35.14884,30.51315
06.03.2012,0,null,43653269,AMP-OHIO,AGGREGATE,TotalLMP,29.03456,25.26162,,28.28957,27.76208,25.82326,28.74273,40.26966,32.92503,37.73102,35.80752,33.30833,29.79047,29.53462,28.18201,28.03142,26.91716,23.35475,25.9581,30.92662,33.14732,32.19909,28.54817,26.22553,23.61208
07.03.2012,0,null,43653269,AMP-OHIO,AGGREGATE,TotalLMP,24.73369,22.7814,,23.92558,24.26048,23.75913,25.52449,29.54113,29.82647,28.73578,27.33027,27.82769,27.03789,26.1362,26.8064,25.25778,24.01108,24.9552,25.27051,34.47092,29.52997,27.53677,24.96323,22.48825,12.8567
08.03.2012,0,null,43653269,AMP-OHIO,AGGREGATE,TotalLMP,18.49197,18.23214,,17.05635,16.35936,18.2509,16.482,22.83531,23.53058,27.82952,27.3642,25.73183,27.1053,25.97253,26.64553,25.99524,25.62979,26.02432,25.58118,29.78874,29.20449,27.40332,26.21347,19.24392,20.22899
09.03.2012,0,null,43653269,AMP-OHIO,AGGREGATE,TotalLMP,19.28218,18.37021,,16.6789,16.13295,16.47451,19.41434,25.40817,25.55575,27.94891,26.72445,27.40848,27.72503,26.99224,26.49977,25.14375,24.46487,24.08382,24.96667,34.37172,32.56344,32.45887,28.45104,26.6273,24.52485
10.03.2012,0,null,43653269,AMP-OHIO,AGGREGATE,TotalLMP,26.14025,27.89757,,26.63761,25.10072,25.93075,26.77487,30.30881,32.08193,33.69533,31.16407,29.08018,28.36918,24.60901,24.97657,23.74617,23.21953,23.09866,23.46266,32.72629,30.39812,28.35439,27.29815,25.2118,20.55048
11.03.2012,0,null,43653269,AMP-OHIO,AGGREGATE,TotalLMP,18.95781,19.62852,,,23.41026,21.936,23.44195,24.54907,28.98618,27.42292,25.70525,25.85887,24.56821,23.81416,21.80829,21.43489,20.05645,21.2883,20.98772,20.0539,41.86611,31.62827,27.41135,22.65704,20.69715
12.03.2012,0,null,43653269,AMP-OHIO,AGGREGATE,TotalLMP,19.18739,18.59886,,18.91013,18.69181,17.58986,22.87599,44.9958,56.36165,32.34924,51.49867,38.98514,33.26114,34.29496,33.91953,33.69628,29.79433,29.2452,27.96466,27.70206,46.95608,73.08923,28.90945,23.7196,21.81079
13.03.2012,0,null,43653269,AMP-OHIO,AGGREGATE,TotalLMP,19.50619,14.91163,,7.88546,13.7344,13.18023,16.78612,22.91937,29.22433,27.94746,29.97518,29.92216,29.42829,29.86291,30.02718,28.65434,32.25851,29.08832,25.78019,25.64883,85.05333,73.373,26.19814,22.95027,20.75231
14.03.2012,0,null,43653269,AMP-OHIO,AGGREGATE,TotalLMP,15.97794,16.90243,,14.57308,12.187,15.06662,16.39412,28.70482,31.00068,27.93026,28.94323,30.33947,30.68454,31.89929,30.5901,31.58766,29.24197,29.47846,28.00557,23.84819,25.65372,28.92215,26.5532,23.61578,21.00882
15.03.2012,0,null,43653269,AMP-OHIO,AGGREGATE,TotalLMP,16.60875,16.40276,,13.24773,-7.77948,12.3926,15.90132,22.9433,27.48504,25.76537,25.93113,28.79066,28.71998,28.12219,27.5021,29.42556,26.68486,25.46864,25.68933,24.6732,29.865,27.6694,25.57899,21.68231,21.05986
16.03.2012,0,null,43653269,AMP-OHIO,AGGREGATE,TotalLMP,19.75413,18.82126,,17.64602,15.3759,17.91163,21.397,29.72063,30.52768,26.25126,27.26583,46.00315,32.8265,30.70421,29.80184,30.23613,26.92055,26.53053,25.65793,24.48131,26.1568,29.00384,27.10742,26.25906,24.10924
17.03.2012,0,null,43653269,AMP-OHIO,AGGREGATE,TotalLMP,22.11622,22.71687,,20.76358,20.69699,20.34743,20.1225,20.87197,23.21839,25.7622,31.08563,30.15151,28.03852,37.08237,30.69552,29.44739,31.07694,30.08239,29.08269,26.45319,56.69149,37.47879,28.24553,25.86367,22.00072
18.03.2012,0,null,43653269,AMP-OHIO,AGGREGATE,TotalLMP,19.34446,15.33902,,18.31944,13.88715,12.40195,10.1839,17.28597,17.11963,19.01247,24.76848,25.38856,28.59057,27.42746,27.90423,25.78006,28.17612,26.4457,26.31498,24.07044,41.89814,52.13762,28.77478,24.59606,23.11034
19.03.2012,0,null,43653269,AMP-OHIO,AGGREGATE,TotalLMP,22.54386,17.10849,,17.82222,17.72102,20.57085,12.8455,44.40622,33.70345,28.56168,56.21782,54.24244,55.18376,53.80373,35.54596,35.35399,41.981,36.49516,31.7812,26.93468,53.76305,69.23331,55.66959,25.63735,26.11221
20.03.2012,0,null,43653269,AMP-OHIO,AGGREGATE,TotalLMP,23.50872,19.18915,,20.01688,19.43667,20.52944,24.14215,36.33732,28.78166,27.54244,32.70411,31.80939,35.88384,33.87721,35.71597,41.70862,31.16095,36.03601,34.27796,29.67283,58.40915,84.54474,78.03791,25.06297,24.67435
21.03.2012,0,null,43653269,AMP-OHIO,AGGREGATE,TotalLMP,24.49659,20.65611,,20.21882,18.91039,19.72813,22.09134,31.95785,26.73028,28.11542,30.6618,33.72804,40.64861,32.55621,43.97518,45.49651,34.93963,31.8282,39.54971,31.87696,33.03246,34.69405,70.84629,25.40417,23.36224
22.03.2012,0,null,43653269,AMP-OHIO,AGGREGATE,TotalLMP,23.60837,-1.09457,,18.93465,19.74445,20.06715,25.78821,29.78568,31.11882,26.20679,38.06159,44.88237,109.41734,44.30034,36.11252,32.89772,108.02483,50.73313,35.87751,31.21497,56.59805,60.47616,79.949,28.49754,27.11826
23.03.2012,0,null,43653269,AMP-OHIO,AGGREGATE,TotalLMP,26.03027,20.29609,,19.8551,19.60741,18.2839,24.63896,34.01638,26.68491,28.43094,30.07324,32.88478,32.13467,36.15463,33.46986,35.54135,51.16229,31.04205,28.51674,26.07067,23.81889,27.10399,26.87294,24.72468,23.85374
